 date       | timestamp                       | value
 2020-04-14 | 2020-04-14 08:36:00.000000+0000 |    25
 2020-04-14 | 2020-04-14 08:36:15.000000+0000 |    90
 2020-04-14 | 2020-04-14 08:36:30.000000+0000 |   117
 2020-04-14 | 2020-04-14 08:36:45.000000+0000 |     7
 2020-04-14 | 2020-04-14 08:37:00.000000+0000 |    10
 2020-04-14 | 2020-04-14 08:37:15.000000+0000 |     9
 2020-04-14 | 2020-04-14 08:37:30.000000+0000 |     9
 2020-04-14 | 2020-04-14 08:37:45.000000+0000 |    10
 2020-04-14 | 2020-04-14 08:38:00.000000+0000 |    10
 2020-04-14 | 2020-04-14 08:38:15.000000+0000 |    10
 2020-04-14 | 2020-04-14 08:38:30.000000+0000 |    10
 2020-04-14 | 2020-04-14 08:38:45.000000+0000 |    10
 2020-04-14 | 2020-04-14 08:39:00.000000+0000 |     8
 2020-04-14 | 2020-04-14 08:39:15.000000+0000 |    11
 2020-04-14 | 2020-04-14 08:39:30.000000+0000 |    18
 2020-04-14 | 2020-04-14 08:39:45.000000+0000 |    26
 2020-04-14 | 2020-04-14 08:40:00.000000+0000 |    24
 2020-04-14 | 2020-04-14 08:40:15.000000+0000 |    25
 2020-04-14 | 2020-04-14 08:40:30.000000+0000 |    67
 2020-04-14 | 2020-04-14 08:40:45.000000+0000 |   144
 2020-04-14 | 2020-04-14 08:41:00.000000+0000 |     7
 2020-04-14 | 2020-04-14 08:41:15.000000+0000 |    10
 2020-04-14 | 2020-04-14 08:41:30.000000+0000 |    11
 2020-04-14 | 2020-04-14 08:41:45.000000+0000 |     9
 2020-04-14 | 2020-04-14 08:42:00.000000+0000 |    10
 2020-04-14 | 2020-04-14 08:42:15.000000+0000 |     9
 2020-04-14 | 2020-04-14 08:42:30.000000+0000 |    10
 2020-04-14 | 2020-04-14 08:42:45.000000+0000 |    11
 2020-04-14 | 2020-04-14 08:43:00.000000+0000 |    10
 2020-04-14 | 2020-04-14 08:43:15.000000+0000 |    10
 2020-04-14 | 2020-04-14 08:43:30.000000+0000 |    11
 2020-04-14 | 2020-04-14 08:43:45.000000+0000 |    23
 2020-04-14 | 2020-04-14 08:44:00.000000+0000 |    24
 2020-04-14 | 2020-04-14 08:44:15.000000+0000 |    23
 2020-04-14 | 2020-04-14 08:44:30.000000+0000 |    25
 2020-04-14 | 2020-04-14 08:44:45.000000+0000 |    79
 2020-04-14 | 2020-04-14 08:45:00.000000+0000 |   128
 2020-04-14 | 2020-04-14 08:45:15.000000+0000 |     8
 2020-04-14 | 2020-04-14 08:45:30.000000+0000 |     9
 2020-04-14 | 2020-04-14 08:45:45.000000+0000 |    10
 2020-04-14 | 2020-04-14 08:46:00.000000+0000 |    10
 2020-04-14 | 2020-04-14 08:46:15.000000+0000 |    10
 2020-04-14 | 2020-04-14 08:46:30.000000+0000 |    10
 2020-04-14 | 2020-04-14 08:46:45.000000+0000 |     9
 2020-04-14 | 2020-04-14 08:47:00.000000+0000 |    10
 2020-04-14 | 2020-04-14 08:47:15.000000+0000 |     8
 2020-04-14 | 2020-04-14 08:47:30.000000+0000 |    10
 2020-04-14 | 2020-04-14 08:47:45.000000+0000 |    10
 2020-04-14 | 2020-04-14 08:48:00.000000+0000 |    18
 2020-04-14 | 2020-04-14 08:48:15.000000+0000 |    28
 2020-04-14 | 2020-04-14 08:48:30.000000+0000 |    26
 2020-04-14 | 2020-04-14 08:48:45.000000+0000 |    26
 2020-04-14 | 2020-04-14 08:49:00.000000+0000 |    82
 2020-04-14 | 2020-04-14 08:49:15.000000+0000 |   127
 2020-04-14 | 2020-04-14 08:49:30.000000+0000 |     7
 2020-04-14 | 2020-04-14 08:49:45.000000+0000 |    10
 2020-04-14 | 2020-04-14 08:50:00.000000+0000 |     9
 2020-04-14 | 2020-04-14 08:50:15.000000+0000 |    11
 2020-04-14 | 2020-04-14 08:50:30.000000+0000 |    10
 2020-04-14 | 2020-04-14 08:50:45.000000+0000 |    10
 2020-04-14 | 2020-04-14 08:51:00.000000+0000 |    11
 2020-04-14 | 2020-04-14 08:51:15.000000+0000 |    10
 2020-04-14 | 2020-04-14 08:51:30.000000+0000 |    12
 2020-04-14 | 2020-04-14 08:51:45.000000+0000 |    10
 2020-04-14 | 2020-04-14 08:52:00.000000+0000 |    16
 2020-04-14 | 2020-04-14 08:52:15.000000+0000 |    24
 2020-04-14 | 2020-04-14 08:52:30.000000+0000 |    20
 2020-04-14 | 2020-04-14 08:52:45.000000+0000 |    23
 2020-04-14 | 2020-04-14 08:53:00.000000+0000 |    25
 2020-04-14 | 2020-04-14 08:53:15.000000+0000 |   105
 2020-04-14 | 2020-04-14 08:53:30.000000+0000 |    99
 2020-04-14 | 2020-04-14 08:53:45.000000+0000 |     8
 2020-04-14 | 2020-04-14 08:54:00.000000+0000 |    11
 2020-04-14 | 2020-04-14 08:54:15.000000+0000 |    11
 2020-04-14 | 2020-04-14 08:54:30.000000+0000 |    11
 2020-04-14 | 2020-04-14 08:54:45.000000+0000 |     9
 2020-04-14 | 2020-04-14 08:55:00.000000+0000 |    11
 2020-04-14 | 2020-04-14 08:55:15.000000+0000 |     9
 2020-04-14 | 2020-04-14 08:55:30.000000+0000 |    11
 2020-04-14 | 2020-04-14 08:55:45.000000+0000 |    11
 2020-04-14 | 2020-04-14 08:56:00.000000+0000 |    10
 2020-04-14 | 2020-04-14 08:56:15.000000+0000 |    22
 2020-04-14 | 2020-04-14 08:56:30.000000+0000 |    24
 2020-04-14 | 2020-04-14 08:56:45.000000+0000 |    24
 2020-04-14 | 2020-04-14 08:57:00.000000+0000 |    23
 2020-04-14 | 2020-04-14 08:57:15.000000+0000 |    73
 2020-04-14 | 2020-04-14 08:57:30.000000+0000 |   139
 2020-04-14 | 2020-04-14 08:57:45.000000+0000 |     7
 2020-04-14 | 2020-04-14 08:58:00.000000+0000 |    10
 2020-04-14 | 2020-04-14 08:58:15.000000+0000 |    10
 2020-04-14 | 2020-04-14 08:58:30.000000+0000 |    10
 2020-04-14 | 2020-04-14 08:58:45.000000+0000 |    10
 2020-04-14 | 2020-04-14 08:59:00.000000+0000 |     9
 2020-04-14 | 2020-04-14 08:59:15.000000+0000 |    10
 2020-04-14 | 2020-04-14 08:59:30.000000+0000 |    10
 2020-04-14 | 2020-04-14 08:59:45.000000+0000 |     9
 2020-04-14 | 2020-04-14 09:00:00.000000+0000 |     9
 2020-04-14 | 2020-04-14 09:00:15.000000+0000 |    10
 2020-04-14 | 2020-04-14 09:00:30.000000+0000 |    20
 2020-04-14 | 2020-04-14 09:00:45.000000+0000 |    23
 2020-04-14 | 2020-04-14 09:01:00.000000+0000 |    23
 2020-04-14 | 2020-04-14 09:01:15.000000+0000 |    26
 2020-04-14 | 2020-04-14 09:01:30.000000+0000 |    65
 2020-04-14 | 2020-04-14 09:01:45.000000+0000 |   148
  2020-04-14 | 2020-04-14 09:02:00.000000+0000 |     8
 2020-04-14 | 2020-04-14 09:02:15.000000+0000 |     9
 2020-04-14 | 2020-04-14 09:02:30.000000+0000 |    10
 2020-04-14 | 2020-04-14 09:02:45.000000+0000 |    11
 2020-04-14 | 2020-04-14 09:03:00.000000+0000 |    10
 2020-04-14 | 2020-04-14 09:03:15.000000+0000 |     9
 2020-04-14 | 2020-04-14 09:03:30.000000+0000 |     9
 2020-04-14 | 2020-04-14 09:03:45.000000+0000 |    10
 2020-04-14 | 2020-04-14 09:04:00.000000+0000 |    11
 2020-04-14 | 2020-04-14 09:04:15.000000+0000 |     9
 2020-04-14 | 2020-04-14 09:04:30.000000+0000 |    11
 2020-04-14 | 2020-04-14 09:04:45.000000+0000 |    20
 2020-04-14 | 2020-04-14 09:05:00.000000+0000 |    22
 2020-04-14 | 2020-04-14 09:05:15.000000+0000 |    24
 2020-04-14 | 2020-04-14 09:05:30.000000+0000 |    26
 2020-04-14 | 2020-04-14 09:05:45.000000+0000 |    64
 2020-04-14 | 2020-04-14 09:06:00.000000+0000 |   147
 2020-04-14 | 2020-04-14 09:06:15.000000+0000 |     8
 2020-04-14 | 2020-04-14 09:06:30.000000+0000 |    10
 2020-04-14 | 2020-04-14 09:06:45.000000+0000 |     9
 2020-04-14 | 2020-04-14 09:07:00.000000+0000 |    11
 2020-04-14 | 2020-04-14 09:07:15.000000+0000 |    11
 2020-04-14 | 2020-04-14 09:07:30.000000+0000 |    11
 2020-04-14 | 2020-04-14 09:07:45.000000+0000 |    10
 2020-04-14 | 2020-04-14 09:08:00.000000+0000 |     9
 2020-04-14 | 2020-04-14 09:08:15.000000+0000 |    11
 2020-04-14 | 2020-04-14 09:08:30.000000+0000 |     9
 2020-04-14 | 2020-04-14 09:08:45.000000+0000 |    10
 2020-04-14 | 2020-04-14 09:09:00.000000+0000 |    23
 2020-04-14 | 2020-04-14 09:09:15.000000+0000 |    26
 2020-04-14 | 2020-04-14 09:09:30.000000+0000 |    26
 2020-04-14 | 2020-04-14 09:09:45.000000+0000 |    31
 2020-04-14 | 2020-04-14 09:10:00.000000+0000 |    97
 2020-04-14 | 2020-04-14 09:10:15.000000+0000 |   103
 2020-04-14 | 2020-04-14 09:10:30.000000+0000 |     8
 2020-04-14 | 2020-04-14 09:10:45.000000+0000 |    10
 2020-04-14 | 2020-04-14 09:11:00.000000+0000 |    10
 2020-04-14 | 2020-04-14 09:11:15.000000+0000 |    10
 2020-04-14 | 2020-04-14 09:11:30.000000+0000 |    10
 2020-04-14 | 2020-04-14 09:11:45.000000+0000 |    10
 2020-04-14 | 2020-04-14 09:12:00.000000+0000 |    11
 2020-04-14 | 2020-04-14 09:12:15.000000+0000 |    10
 2020-04-14 | 2020-04-14 09:12:30.000000+0000 |    11
 2020-04-14 | 2020-04-14 09:12:45.000000+0000 |    10
 2020-04-14 | 2020-04-14 09:13:00.000000+0000 |    13
 2020-04-14 | 2020-04-14 09:13:15.000000+0000 |    23
 2020-04-14 | 2020-04-14 09:13:30.000000+0000 |    24
 2020-04-14 | 2020-04-14 09:13:45.000000+0000 |    26
 2020-04-14 | 2020-04-14 09:14:00.000000+0000 |    35
 2020-04-14 | 2020-04-14 09:14:15.000000+0000 |   119
 2020-04-14 | 2020-04-14 09:14:30.000000+0000 |    71
 2020-04-14 | 2020-04-14 09:14:45.000000+0000 |     8
 2020-04-14 | 2020-04-14 09:15:00.000000+0000 |    10
 2020-04-14 | 2020-04-14 09:15:15.000000+0000 |    10
 2020-04-14 | 2020-04-14 09:15:30.000000+0000 |    10
 2020-04-14 | 2020-04-14 09:15:45.000000+0000 |     9
 2020-04-14 | 2020-04-14 09:16:00.000000+0000 |    10
 2020-04-14 | 2020-04-14 09:16:15.000000+0000 |    10
 2020-04-14 | 2020-04-14 09:16:30.000000+0000 |    10
 2020-04-14 | 2020-04-14 09:16:45.000000+0000 |    10
 2020-04-14 | 2020-04-14 09:17:00.000000+0000 |    10
 2020-04-14 | 2020-04-14 09:17:15.000000+0000 |    12
 2020-04-14 | 2020-04-14 09:17:30.000000+0000 |    25
 2020-04-14 | 2020-04-14 09:17:45.000000+0000 |    23
 2020-04-14 | 2020-04-14 09:18:00.000000+0000 |    24
 2020-04-14 | 2020-04-14 09:18:15.000000+0000 |    23
 2020-04-14 | 2020-04-14 09:18:30.000000+0000 |   100
 2020-04-14 | 2020-04-14 09:18:45.000000+0000 |   105
 2020-04-14 | 2020-04-14 09:19:00.000000+0000 |    10
 2020-04-14 | 2020-04-14 09:19:15.000000+0000 |    10
 2020-04-14 | 2020-04-14 09:19:30.000000+0000 |    10
 2020-04-14 | 2020-04-14 09:19:45.000000+0000 |     9
 2020-04-14 | 2020-04-14 09:20:00.000000+0000 |    10
 2020-04-14 | 2020-04-14 09:20:15.000000+0000 |    11
 2020-04-14 | 2020-04-14 09:20:30.000000+0000 |    10
 2020-04-14 | 2020-04-14 09:20:45.000000+0000 |    10
 2020-04-14 | 2020-04-14 09:21:00.000000+0000 |     9
 2020-04-14 | 2020-04-14 09:21:15.000000+0000 |     9
 2020-04-14 | 2020-04-14 09:21:30.000000+0000 |    14
 2020-04-14 | 2020-04-14 09:21:45.000000+0000 |    22
 2020-04-14 | 2020-04-14 09:22:00.000000+0000 |    22
 2020-04-14 | 2020-04-14 09:22:15.000000+0000 |    24
 2020-04-14 | 2020-04-14 09:22:30.000000+0000 |    22
 2020-04-14 | 2020-04-14 09:22:45.000000+0000 |    86
 2020-04-14 | 2020-04-14 09:23:00.000000+0000 |   121
 2020-04-14 | 2020-04-14 09:23:15.000000+0000 |     7
 2020-04-14 | 2020-04-14 09:23:30.000000+0000 |    10
 2020-04-14 | 2020-04-14 09:23:45.000000+0000 |     9
 2020-04-14 | 2020-04-14 09:24:00.000000+0000 |     9
 2020-04-14 | 2020-04-14 09:24:15.000000+0000 |    11
 2020-04-14 | 2020-04-14 09:24:30.000000+0000 |    10
 2020-04-14 | 2020-04-14 09:24:45.000000+0000 |    10
 2020-04-14 | 2020-04-14 09:25:00.000000+0000 |    10
 2020-04-14 | 2020-04-14 09:25:15.000000+0000 |     9
 2020-04-14 | 2020-04-14 09:25:30.000000+0000 |     9
 2020-04-14 | 2020-04-14 09:25:45.000000+0000 |    10
 2020-04-14 | 2020-04-14 09:26:00.000000+0000 |    23
 2020-04-14 | 2020-04-14 09:26:15.000000+0000 |    26
 2020-04-14 | 2020-04-14 09:26:30.000000+0000 |    22
 2020-04-14 | 2020-04-14 09:26:45.000000+0000 |    25
 2020-04-14 | 2020-04-14 09:27:00.000000+0000 |    87
 2020-04-14 | 2020-04-14 09:27:15.000000+0000 |   122
 2020-04-14 | 2020-04-14 09:27:30.000000+0000 |     8
 2020-04-14 | 2020-04-14 09:27:45.000000+0000 |    10
 2020-04-14 | 2020-04-14 09:28:00.000000+0000 |     8
 2020-04-14 | 2020-04-14 09:28:15.000000+0000 |    11
 2020-04-14 | 2020-04-14 09:28:30.000000+0000 |    10
 2020-04-14 | 2020-04-14 09:28:45.000000+0000 |     9
 2020-04-14 | 2020-04-14 09:29:00.000000+0000 |    10
 2020-04-14 | 2020-04-14 09:29:15.000000+0000 |    10
 2020-04-14 | 2020-04-14 09:29:30.000000+0000 |     9
 2020-04-14 | 2020-04-14 09:29:45.000000+0000 |    10
 2020-04-14 | 2020-04-14 09:30:00.000000+0000 |    10
 2020-04-14 | 2020-04-14 09:30:15.000000+0000 |    20
 2020-04-14 | 2020-04-14 09:30:30.000000+0000 |    26
 2020-04-14 | 2020-04-14 09:30:45.000000+0000 |    23
 2020-04-14 | 2020-04-14 09:31:00.000000+0000 |    24
 2020-04-14 | 2020-04-14 09:31:15.000000+0000 |    67
 2020-04-14 | 2020-04-14 09:31:30.000000+0000 |   144
 2020-04-14 | 2020-04-14 09:31:45.000000+0000 |     7
 2020-04-14 | 2020-04-14 09:32:00.000000+0000 |     9
 2020-04-14 | 2020-04-14 09:32:15.000000+0000 |     9
 2020-04-14 | 2020-04-14 09:32:30.000000+0000 |    10
 2020-04-14 | 2020-04-14 09:32:45.000000+0000 |    10
 2020-04-14 | 2020-04-14 09:33:00.000000+0000 |    10
 2020-04-14 | 2020-04-14 09:33:15.000000+0000 |     9
 2020-04-14 | 2020-04-14 09:33:30.000000+0000 |    12
 2020-04-14 | 2020-04-14 09:33:45.000000+0000 |    10
 2020-04-14 | 2020-04-14 09:34:00.000000+0000 |    10
 2020-04-14 | 2020-04-14 09:34:15.000000+0000 |    10
 2020-04-14 | 2020-04-14 09:34:30.000000+0000 |    20
 2020-04-14 | 2020-04-14 09:34:45.000000+0000 |    20
 2020-04-14 | 2020-04-14 09:35:00.000000+0000 |    21
 2020-04-14 | 2020-04-14 09:35:15.000000+0000 |    28
 2020-04-14 | 2020-04-14 09:35:30.000000+0000 |    58
 2020-04-14 | 2020-04-14 09:35:45.000000+0000 |   156
 2020-04-14 | 2020-04-14 09:36:00.000000+0000 |     8
 2020-04-14 | 2020-04-14 09:36:15.000000+0000 |     9
 2020-04-14 | 2020-04-14 09:36:30.000000+0000 |     9
 2020-04-14 | 2020-04-14 09:36:45.000000+0000 |     9
 2020-04-14 | 2020-04-14 09:37:00.000000+0000 |    10
 2020-04-14 | 2020-04-14 09:37:15.000000+0000 |    10
 2020-04-14 | 2020-04-14 09:37:30.000000+0000 |     9
 2020-04-14 | 2020-04-14 09:37:45.000000+0000 |    11
 2020-04-14 | 2020-04-14 09:38:00.000000+0000 |    10
 2020-04-14 | 2020-04-14 09:38:15.000000+0000 |    11
 2020-04-14 | 2020-04-14 09:38:30.000000+0000 |    10
 2020-04-14 | 2020-04-14 09:38:45.000000+0000 |    17
 2020-04-14 | 2020-04-14 09:39:00.000000+0000 |    26
 2020-04-14 | 2020-04-14 09:39:15.000000+0000 |    26
 2020-04-14 | 2020-04-14 09:39:30.000000+0000 |    25
 2020-04-14 | 2020-04-14 09:39:45.000000+0000 |    76
 2020-04-14 | 2020-04-14 09:40:00.000000+0000 |   135
 2020-04-14 | 2020-04-14 09:40:15.000000+0000 |     7
 2020-04-14 | 2020-04-14 09:40:30.000000+0000 |     9
 2020-04-14 | 2020-04-14 09:40:45.000000+0000 |    10
 2020-04-14 | 2020-04-14 09:41:00.000000+0000 |    11
 2020-04-14 | 2020-04-14 09:41:15.000000+0000 |     9
 2020-04-14 | 2020-04-14 09:41:30.000000+0000 |    10
 2020-04-14 | 2020-04-14 09:41:45.000000+0000 |    11
 2020-04-14 | 2020-04-14 09:42:00.000000+0000 |     9
 2020-04-14 | 2020-04-14 09:42:15.000000+0000 |     9
 2020-04-14 | 2020-04-14 09:42:30.000000+0000 |    11
 2020-04-14 | 2020-04-14 09:42:45.000000+0000 |    10
 2020-04-14 | 2020-04-14 09:43:00.000000+0000 |    18
 2020-04-14 | 2020-04-14 09:43:15.000000+0000 |    25
 2020-04-14 | 2020-04-14 09:43:30.000000+0000 |    23
 2020-04-14 | 2020-04-14 09:43:45.000000+0000 |    25
 2020-04-14 | 2020-04-14 09:44:00.000000+0000 |    55
 2020-04-14 | 2020-04-14 09:44:15.000000+0000 |   157
 2020-04-14 | 2020-04-14 09:44:30.000000+0000 |     7
 2020-04-14 | 2020-04-14 09:44:45.000000+0000 |     9
 2020-04-14 | 2020-04-14 09:45:00.000000+0000 |    11
 2020-04-14 | 2020-04-14 09:45:15.000000+0000 |     9
 2020-04-14 | 2020-04-14 09:45:30.000000+0000 |    10
 2020-04-14 | 2020-04-14 09:45:45.000000+0000 |     9
 2020-04-14 | 2020-04-14 09:46:00.000000+0000 |    10
 2020-04-14 | 2020-04-14 09:46:15.000000+0000 |     9
 2020-04-14 | 2020-04-14 09:46:30.000000+0000 |    11
 2020-04-14 | 2020-04-14 09:46:45.000000+0000 |     9
 2020-04-14 | 2020-04-14 09:47:00.000000+0000 |     9
 2020-04-14 | 2020-04-14 09:47:15.000000+0000 |    12
 2020-04-14 | 2020-04-14 09:47:30.000000+0000 |    24
 2020-04-14 | 2020-04-14 09:47:45.000000+0000 |    23
 2020-04-14 | 2020-04-14 09:48:00.000000+0000 |    27
 2020-04-14 | 2020-04-14 09:48:15.000000+0000 |    39
 2020-04-14 | 2020-04-14 09:48:30.000000+0000 |   121
 2020-04-14 | 2020-04-14 09:48:45.000000+0000 |    66
 2020-04-14 | 2020-04-14 09:49:00.000000+0000 |     9
 2020-04-14 | 2020-04-14 09:49:15.000000+0000 |    10
 2020-04-14 | 2020-04-14 09:49:30.000000+0000 |     9
 2020-04-14 | 2020-04-14 09:49:45.000000+0000 |    10
 2020-04-14 | 2020-04-14 09:50:00.000000+0000 |    11
 2020-04-14 | 2020-04-14 09:50:15.000000+0000 |    10
 2020-04-14 | 2020-04-14 09:50:30.000000+0000 |    10
 2020-04-14 | 2020-04-14 09:50:45.000000+0000 |     9
 2020-04-14 | 2020-04-14 09:51:00.000000+0000 |    10
 2020-04-14 | 2020-04-14 09:51:15.000000+0000 |     9
 2020-04-14 | 2020-04-14 09:51:30.000000+0000 |    13
 2020-04-14 | 2020-04-14 09:51:45.000000+0000 |    24
  2020-04-14 | 2020-04-14 09:52:00.000000+0000 |    27
 2020-04-14 | 2020-04-14 09:52:15.000000+0000 |    27
 2020-04-14 | 2020-04-14 09:52:30.000000+0000 |    63
 2020-04-14 | 2020-04-14 09:52:45.000000+0000 |   154
 2020-04-14 | 2020-04-14 09:53:00.000000+0000 |     7
 2020-04-14 | 2020-04-14 09:53:15.000000+0000 |     9
 2020-04-14 | 2020-04-14 09:53:30.000000+0000 |    11
 2020-04-14 | 2020-04-14 09:53:45.000000+0000 |     9
 2020-04-14 | 2020-04-14 09:54:00.000000+0000 |    10
 2020-04-14 | 2020-04-14 09:54:15.000000+0000 |     9
 2020-04-14 | 2020-04-14 09:54:30.000000+0000 |    10
 2020-04-14 | 2020-04-14 09:54:45.000000+0000 |    10
 2020-04-14 | 2020-04-14 09:55:00.000000+0000 |    11
 2020-04-14 | 2020-04-14 09:55:15.000000+0000 |    10
 2020-04-14 | 2020-04-14 09:55:30.000000+0000 |    10
 2020-04-14 | 2020-04-14 09:55:45.000000+0000 |    21
 2020-04-14 | 2020-04-14 09:56:00.000000+0000 |    24
 2020-04-14 | 2020-04-14 09:56:15.000000+0000 |    26
 2020-04-14 | 2020-04-14 09:56:30.000000+0000 |    27
 2020-04-14 | 2020-04-14 09:56:45.000000+0000 |    86
 2020-04-14 | 2020-04-14 09:57:00.000000+0000 |   123
 2020-04-14 | 2020-04-14 09:57:15.000000+0000 |     7
 2020-04-14 | 2020-04-14 09:57:30.000000+0000 |    10
